"Status","NewId","TargetFile","ChosenSourceFile","SourceCandidates","Stueck","Werk","Komponist","Note"
"Copied","166","166.mp3","classic_170.mp3","classic_170.mp3","3. Satz: Clair de lune","Suite bergamasque (L. 75)","Claude Debussy",""
"Copied","167","167.mp3","classic_141.mp3","classic_141.mp3","4. Szene: Tanz der sieben Schleier","Salome (Op. 54)","Richard Strauss",""
"MissingNoOldMapping","168","168.mp3","","","1. Stück: Játszó gyermekek/Kinder im Spiel","Gyermekeknek/Für Kinder","Béla Bartók","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","169","169.mp3","classic_035.mp3","classic_035.mp3;classic_142.mp3","Die Toteninsel (Op. 29)","Die Toteninsel (Op. 29)","Sergej Rachmaninow",""
"Copied","170","170.mp3","classic_143.mp3","classic_143.mp3","Wo bleibt Elektra?","Elektra (Op. 58)","Richard Strauss",""
"Copied","171","171.mp3","classic_145.mp3","classic_145.mp3","La fille aux cheveux de lin","Préludes pour piano (Premier Livre)","Claude Debussy",""
"MissingSourceFile","172","172.mp3","","classic_034.mp3","2. Teil: Alles Vergängliche ist nur ein Gleichnis","8. Sinfonie in Es-Dur (""Sinfonie der Tausend"")","Gustav Mahler","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","173","173.mp3","classic_144.mp3","classic_144.mp3","1. Teil: Introduktion","Der Feuervogel (K10)","Igor Stravinsky",""
"Copied","174","174.mp3","classic_146.mp3","classic_146.mp3","1. Satz: Das Trinklied vom Jammer der Erde","Das Lied von der Erde","Gustav Mahler",""
"Copied","175","175.mp3","classic_147.mp3","classic_147.mp3","1. Satz: Tempo molto moderato, quasi adagio","4. Sinfonie in a-Moll (Op. 63)","Jean Sibelius",""
"Copied","176","176.mp3","classic_151.mp3","classic_151.mp3","Prelude","Der Rosenkavalier. Komödie für Musik (Op. 59)","Richard Strauss",""
"Copied","177","177.mp3","classic_149.mp3","classic_149.mp3","1. Teil: Der Jahrmarkt in der Fastnachtswoche","Petruschka (K12)","Igor Stravinsky",""
"Copied","178","178.mp3","classic_152.mp3","classic_152.mp3","2. Satz: Im Tempo eines gemächlichen Ländlers","9. Sinfonie","Gustav Mahler",""
"Copied","179","179.mp3","classic_148.mp3","classic_148.mp3","I. Leichte zarte Achtel","Sechs kleinen Klavierstücke (Op. 19)","Arnold Schönberg",""
"Copied","180","180.mp3","classic_153.mp3","classic_153.mp3","1. Teil, Nr. 2: Nun dämpft die Dämm’rung (Waldemar)","Gurre-Lieder","Arnold Schönberg",""
"Copied","181","181.mp3","classic_154.mp3","classic_154.mp3","1. Teil: Les Augures printaniers. Danses des adolescentes (Die Frühlingsboten. Tänze der jungen Mädchen)","Le sacre du printemps (Die Frühlingsweihe/Das Frühlingsopfer) (K015)","Igor Stravinsky",""
"Copied","182","182.mp3","classic_150.mp3","classic_150.mp3","Prométhée. Le Poème du feu","Prometheus. Die Dichtung vom Feuer (Op. 60)","Alexander Skrjabin",""
"Copied","183","183.mp3","classic_168.mp3","classic_168.mp3","Jerusalem","Jerusalem","Hubert Parry",""
"Copied","184","184.mp3","classic_033.mp3","classic_033.mp3","Canon per 3 Violini con Basso continuo (Kanon und Gigue in D-Dur, P. 37/T. 337)","Canon per 3 Violini con Basso continuo (Kanon und Gigue in D-Dur, P. 37/T. 337)","Johann Pachelbel",""
"Copied","185","185.mp3","classic_011.mp3","classic_011.mp3","4. Satz: Jupiter, the Bringer of Jollity","The Planets/Die Planeten","Gustav Holst",""
"Copied","186","186.mp3","classic_186.mp3","classic_186.mp3","Nessun dorma","Turandot","Giacomo Puccini",""
"Copied","187","187.mp3","classic_031.mp3","classic_031.mp3","Boléro (M. 81)","Boléro (M. 81)","Maurice Ravel",""
"MissingNoOldMapping","188","188.mp3","","","Wenn die Elisabeth nicht so schöne Beine hätt'","Die Wunder-Bar - Ein Spiel im Nachtleben","Robert Katscher","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","189","189.mp3","classic_017.mp3","classic_017.mp3","Peters Leitmotiv (Violine)","Peter und der Wolf (Op. 67)","Sergei Prokofiev",""
"Copied","190","190.mp3","classic_013.mp3","classic_013.mp3","Fortuna Imperatrix Mundi: O Fortuna","Carmina Burana","Carl Orff",""
"MissingNoOldMapping","191","191.mp3","","","20. Stück: Clowns","24 kleine Stücke (Op. 39)","Dmitri Kabalewski","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","192","192.mp3","classic_039.mp3","classic_039.mp3","1. Satz: Non allegro","Sinfonische Tänze (Op. 45)","Sergej Rachmaninow",""
"MissingNoOldMapping","193","193.mp3","","","1. Satz: Allegro giocoso","Piano Sonatina","Aram Khachaturian","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"MissingNoOldMapping","194","194.mp3","","","Walzer in a-Moll (B. 150)","Walzer in a-Moll (B. 150)","Frédéric Chopin","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","195","195.mp3","classic_184.mp3","classic_184.mp3","Te Deum in D-Dur (""Eurovisionshymne"", H. 146)","Te Deum in D-Dur (""Eurovisionshymne"", H. 146)","Marc-Antoine Charpentier",""
"Copied","196","196.mp3","classic_177.mp3","classic_177.mp3","Das ist meine Freude (JLB 28)","Das ist meine Freude (JLB 28)","Johann Ludwig Bach",""
"MissingNoOldMapping","197","197.mp3","","","The Lord bless you and keep you","The Lord bless you and keep you ","John Rutter","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","198","198.mp3","classic_038.mp3","classic_038.mp3","1. Satz: Opening","Glassworks","Philip Glass",""
"Copied","199","199.mp3","classic_155.mp3","classic_155.mp3","Walzer Nr. 2","Suite für Varieté-Orchester","Dmitri Schostakowitsch",""
"Copied","200","200.mp3","classic_175.mp3","classic_175.mp3","Look at the World","Look at the World","John Rutter",""
"Copied","201","201.mp3","classic_172.mp3","classic_172.mp3","12. Satz: Benedictus","The Armed Man: A Mass for Peace","Karl Jenkins",""
"Copied","202","202.mp3","classic_157.mp3","classic_157.mp3","7. Satz: ...Omnis Terra!","Jubilate Deo","Dan Forrest",""
"Copied","203","203.mp3","classic_156.mp3","classic_156.mp3","12. Satz: Boundless","Dan Forrest: CREATION","Dan Forrest",""
"Copied","204","204.mp3","classic_043.mp3","classic_043.mp3","Ciacona und Fuga in d-Moll (BWV 1178)","Ciacona und Fuga in d-Moll (BWV 1178)","Johann Sebastian Bach",""
